PROJECT INFO,,,,,,,,
File Path,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached.rvt,,,,,,,
File Name,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached,,,,,,,
Central File Path,Error extracting central file path: File does not exist. Parameter name: file,,,,,,,
Export by,m.cubero@karakusevic-carson.com,,,,,,,
Export Date,14/01/2025,,,,,,,
Export Time,18:53:01,,,,,,,
DATA,,,,,,,,
Filter Id,Filter Name,Filter Enable,Filter Visibility,View Type,View Name,Is View Template,View Template Name Applied,Sheet Info
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,FloorPlan,XX-9100-PLANNING-1_Level 0,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 1
1788778,Site-Family Name-Bike,TRUE,FALSE,FloorPlan,XX-9100-PLANNING-1_Level 0,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 1
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,FloorPlan,XX-9100-PLANNING-2_Level 1,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 2
1788778,Site-Family Name-Bike,TRUE,FALSE,FloorPlan,XX-9100-PLANNING-2_Level 1,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 2
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,FloorPlan,XX-9100-PLANNING-3_Level 2,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 3
1788778,Site-Family Name-Bike,TRUE,FALSE,FloorPlan,XX-9100-PLANNING-3_Level 2,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 3
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,FloorPlan,XX-9100-PLANNING-4_Level 3,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 4
1788778,Site-Family Name-Bike,TRUE,FALSE,FloorPlan,XX-9100-PLANNING-4_Level 3,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 4
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,FloorPlan,XX-9100-PLANNING-5_Level 4,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 5
1788778,Site-Family Name-Bike,TRUE,FALSE,FloorPlan,XX-9100-PLANNING-5_Level 4,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 5
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,FloorPlan,XX-9100-PLANNING-6_Level 5,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 6
1788778,Site-Family Name-Bike,TRUE,FALSE,FloorPlan,XX-9100-PLANNING-6_Level 5,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 6
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,FloorPlan,XX-9100-PLANNING-7_Level 6,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 7
1788778,Site-Family Name-Bike,TRUE,FALSE,FloorPlan,XX-9100-PLANNING-7_Level 6,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 7
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,FloorPlan,XX-9100-PLANNING-8_Level 7,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 8
1788778,Site-Family Name-Bike,TRUE,FALSE,FloorPlan,XX-9100-PLANNING-8_Level 7,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 8
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,FloorPlan,XX-9100-PLANNING-9_Level 8,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 9
1788778,Site-Family Name-Bike,TRUE,FALSE,FloorPlan,XX-9100-PLANNING-9_Level 8,FALSE,Plan-Key Values-1_2500,XX-9100-PLANNING - Key Values Check Room - 9
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,TRUE,AreaPlan,Level 10,FALSE,Plan-8000-GEA,Not in a sheet
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,Level 10,FALSE,Plan-8000-GEA,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,Level 10,FALSE,Plan-8000-GEA,Not in a sheet
8775803,GM-Riser,TRUE,FALSE,AreaPlan,Level 10,FALSE,Plan-8000-GEA,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,TRUE,View Template,Plan-8000-GEA,TRUE,N/A,Not in a sheet
1788778,Site-Family Name-Bike,TRUE,TRUE,View Template,Plan-8000-GEA,TRUE,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,View Template,Plan-8000-GEA,TRUE,N/A,Not in a sheet
8775803,GM-Riser,TRUE,FALSE,View Template,Plan-8000-GEA,TRUE,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,View Template,WIP MC,TRUE,N/A,Not in a sheet
1788778,Site-Family Name-Bike,TRUE,TRUE,View Template,WIP MC,TRUE,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,View Template,WIP MC,TRUE,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9101-PLANNING-1_Level 0,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 1
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9101-PLANNING-1_Level 0,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 1
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9101-PLANNING-1_Level 0,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 1
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9101-PLANNING-2_Level 1,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 2
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9101-PLANNING-2_Level 1,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 2
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9101-PLANNING-2_Level 1,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 2
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9101-PLANNING-3_Level 2,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 3
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9101-PLANNING-3_Level 2,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 3
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9101-PLANNING-3_Level 2,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 3
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9101-PLANNING-4_Level 3,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 4
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9101-PLANNING-4_Level 3,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 4
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9101-PLANNING-4_Level 3,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 4
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9101-PLANNING-5_Level 4,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 5
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9101-PLANNING-5_Level 4,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 5
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9101-PLANNING-5_Level 4,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 5
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9101-PLANNING-6_Level 5,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 6
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9101-PLANNING-6_Level 5,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 6
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9101-PLANNING-6_Level 5,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 6
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9101-PLANNING-7_Level 6,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 7
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9101-PLANNING-7_Level 6,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 7
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9101-PLANNING-7_Level 6,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 7
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9101-PLANNING-8_Level 7,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 8
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9101-PLANNING-8_Level 7,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 8
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9101-PLANNING-8_Level 7,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 8
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9101-PLANNING-9_Level 8,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 9
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9101-PLANNING-9_Level 8,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 9
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9101-PLANNING-9_Level 8,FALSE,NIA Check WIP,XX-9101-PLANNING - Key Values Check Areas ALL - 9
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,View Template,NIA Check WIP,TRUE,N/A,Not in a sheet
1788778,Site-Family Name-Bike,TRUE,TRUE,View Template,NIA Check WIP,TRUE,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,View Template,NIA Check WIP,TRUE,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9103-PLANNING-1_Level 0,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 1
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9103-PLANNING-1_Level 0,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 1
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9103-PLANNING-1_Level 0,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 1
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9103-PLANNING-2_Level 1,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 2
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9103-PLANNING-2_Level 1,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 2
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9103-PLANNING-2_Level 1,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 2
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9103-PLANNING-3_Level 2,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 3
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9103-PLANNING-3_Level 2,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 3
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9103-PLANNING-3_Level 2,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 3
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9103-PLANNING-4_Level 3,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 4
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9103-PLANNING-4_Level 3,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 4
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9103-PLANNING-4_Level 3,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 4
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9103-PLANNING-5_Level 4,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 5
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9103-PLANNING-5_Level 4,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 5
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9103-PLANNING-5_Level 4,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 5
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9103-PLANNING-6_Level 5,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 6
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9103-PLANNING-6_Level 5,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 6
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9103-PLANNING-6_Level 5,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 6
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9103-PLANNING-7_Level 6,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 7
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9103-PLANNING-7_Level 6,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 7
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9103-PLANNING-7_Level 6,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 7
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9103-PLANNING-8_Level 7,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 8
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9103-PLANNING-8_Level 7,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 8
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9103-PLANNING-8_Level 7,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 8
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9103-PLANNING-9_Level 8,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 9
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9103-PLANNING-9_Level 8,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 9
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9103-PLANNING-9_Level 8,FALSE,NIA Check WIP,XX-9103-PLANNING - NIA Check - Phase 1B - 9
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9104-PLANNING-1_Level 0,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 1
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9104-PLANNING-1_Level 0,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 1
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9104-PLANNING-1_Level 0,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 1
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9104-PLANNING-2_Level 1,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 2
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9104-PLANNING-2_Level 1,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 2
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9104-PLANNING-2_Level 1,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 2
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9104-PLANNING-3_Level 2,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 3
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9104-PLANNING-3_Level 2,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 3
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9104-PLANNING-3_Level 2,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 3
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9104-PLANNING-4_Level 3,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 4
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9104-PLANNING-4_Level 3,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 4
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9104-PLANNING-4_Level 3,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 4
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9104-PLANNING-5_Level 4,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 5
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9104-PLANNING-5_Level 4,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 5
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9104-PLANNING-5_Level 4,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 5
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9104-PLANNING-6_Level 5,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 6
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9104-PLANNING-6_Level 5,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 6
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9104-PLANNING-6_Level 5,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 6
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9104-PLANNING-7_Level 6,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 7
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9104-PLANNING-7_Level 6,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 7
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9104-PLANNING-7_Level 6,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 7
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9104-PLANNING-8_Level 7,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 8
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9104-PLANNING-8_Level 7,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 8
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9104-PLANNING-8_Level 7,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 8
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,AreaPlan,XX-9104-PLANNING-9_Level 8,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 9
1788778,Site-Family Name-Bike,TRUE,TRUE,AreaPlan,XX-9104-PLANNING-9_Level 8,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 9
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,AreaPlan,XX-9104-PLANNING-9_Level 8,FALSE,NIA Check WIP,XX-9104-PLANNING - NIA Check - Phase 2 - 9
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,View Template,ATPCV Level 0 - View Depth Unlimited,TRUE,N/A,Not in a sheet
1788778,Site-Family Name-Bike,TRUE,TRUE,View Template,ATPCV Level 0 - View Depth Unlimited,TRUE,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,View Template,ATPCV Level 0 - View Depth Unlimited,TRUE,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,FloorPlan,#_Site-Key Plan,FALSE,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,View Template,ATPCV Level 1 - View Depth Unlimited,TRUE,N/A,Not in a sheet
1788778,Site-Family Name-Bike,TRUE,TRUE,View Template,ATPCV Level 1 - View Depth Unlimited,TRUE,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,View Template,ATPCV Level 1 - View Depth Unlimited,TRUE,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,View Template,ATPCV Level 2 - View Depth Unlimited,TRUE,N/A,Not in a sheet
1788778,Site-Family Name-Bike,TRUE,TRUE,View Template,ATPCV Level 2 - View Depth Unlimited,TRUE,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",TRUE,TRUE,View Template,ATPCV Level 2 - View Depth Unlimited,TRUE,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",TRUE,FALSE,View Template,ATPCV Level 3 - View Depth Unlimited,TRUE,N/A,Not in a sheet
